instance_100_2_*.air;1021.03
instance_100_3_*.air;697.405
instance_100_4_*.air;474.723
instance_100_5_*.air;400.422
instance_100_6_*.air;427.015
instance_100_7_*.air;327.909
instance_100_8_*.air;289.782
instance_100_9_*.air;292.755
instance_100_10_*.air;321.651
instance_100_11_*.air;251.893
instance_100_12_*.air;258.57
instance_100_13_*.air;281.223
instance_100_14_*.air;266.735
instance_100_15_*.air;196.224
instance_100_16_*.air;191.763
instance_100_17_*.air;229.413
instance_100_18_*.air;220.369
instance_100_19_*.air;206.026
instance_100_20_*.air;162.208
instance_100_21_*.air;142.169
instance_100_22_*.air;127.702
instance_100_23_*.air;163.004
instance_100_24_*.air;132.5
instance_100_25_*.air;121.263
instance_100_26_*.air;158.722
instance_100_27_*.air;135.477
instance_100_28_*.air;135.033
instance_100_29_*.air;109.341
instance_100_30_*.air;124.757
